classifier,PCA,accuracy,precision,recall,f1 score,duration,samples,tp,tn,fp,fn
RandomForestClassifier,40,0.464139344,0.467975207,0.982646421,0.634009797,0,4879,,,,
GaussianNB,40,0.97499727,0.374100719,0.65408805,0.47597254,0.001302083,45793,,,,
GaussianNB,40,0.484631148,0.47761194,0.971800434,0.64045747,0,4879,,,,
AdaBoostClassifier,40,0.998798996,0.986842105,0.943396226,0.964630225,0.120572917,45793,,,,
AdaBoostClassifier,40,0.476434426,0.472826087,0.943600868,0.629978277,0.001041667,4879,,,,
MLPClassifier,40,0.988645049,0.766990291,0.496855346,0.603053435,2.44921875,45793,,,,
MLPClassifier,40,0.527663934,0,0,0,0,4879,,,,
gradient_boosti,40,0.999126542,0.993464052,0.955974843,0.974358974,0.226822917,45793,,,,
gradient_boosti,40,0.527663934,0,0,0,0.005729167,4879,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.0734375,45793,,,,
GradientBoostingClassifier,40,0.527663934,0,0,0,0,4879,,,,
With re-fitting,,,,,,,,,,,
DecisionTreeClassifier,40,0.998580631,0.974683544,0.944785276,0.959501558,0.00234375,45793,,,,
DecisionTreeClassifier,40,0.985655738,0.984375,0.984375,0.984375,0,4879,,,,
LogisticRegression,40,0.944862976,0.230283912,0.895705521,0.366373902,0.002864583,45793,,,,
LogisticRegression,40,0.978483607,0.979775281,0.973214286,0.976483763,0.00078125,4879,,,,
Perceptron,40,0.980674746,0.464285714,0.558282209,0.506963788,0.001822917,45793,,,,
Perceptron,40,0.897540984,0.910377358,0.861607143,0.885321101,0,4879,,,,
RandomForestClassifier,40,0.998798996,0.993506494,0.938650307,0.965299685,0.024479167,45793,,,,
RandomForestClassifier,40,0.990778689,0.993258427,0.986607143,0.989921613,0.002604167,4879,,,,
GaussianNB,40,0.973359537,0.362711864,0.656441718,0.467248908,0.003385417,45793,,,,
GaussianNB,40,0.982581967,0.988662132,0.973214286,0.98087739,0,4879,,,,
AdaBoostClassifier,40,0.99901736,1,0.944785276,0.971608833,0.122395833,45793,,,,
AdaBoostClassifier,40,0.985655738,0.990950226,0.977678571,0.984269663,0.013020833,4879,,,,
gradient_boosti,40,0.999126542,1,0.950920245,0.974842767,0.153645833,45793,,,,
gradient_boosti,40,0.989754098,0.99103139,0.986607143,0.988814318,0.174479167,4879,,,,
GradientBoostingClassifier,40,0.982203297,0,0,0,0.2421875,45793,,,,
GradientBoostingClassifier,40,0.985655738,0.988738739,0.979910714,0.984304933,0.00234375,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.974683544,0.944785276,0.959501558,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.984631148,0.984340045,0.982142857,0.983240223,0.000260417,4879,,,,
LogisticRegression,40,0.944862976,0.230283912,0.895705521,0.366373902,0.00546875,45793,,,,
LogisticRegression,40,0.978483607,0.979775281,0.973214286,0.976483763,0.00078125,4879,,,,
Perceptron,40,0.980674746,0.464285714,0.558282209,0.506963788,0.001822917,45793,,,,
Perceptron,40,0.897540984,0.910377358,0.861607143,0.885321101,0,4879,,,,
RandomForestClassifier,40,0.998798996,0.993506494,0.938650307,0.965299685,0.023958333,45793,,,,
RandomForestClassifier,40,0.990778689,0.993258427,0.986607143,0.989921613,0.00234375,4879,,,,
GaussianNB,40,0.973359537,0.362711864,0.656441718,0.467248908,0.003645833,45793,,,,
GaussianNB,40,0.982581967,0.988662132,0.973214286,0.98087739,0.000260417,4879,,,,
AdaBoostClassifier,40,0.99901736,1,0.944785276,0.971608833,0.12578125,45793,,,,
AdaBoostClassifier,40,0.985655738,0.990950226,0.977678571,0.984269663,0.01328125,4879,,,,
gradient_boosti,40,0.998908178,1,0.938650307,0.96835443,0.21328125,45793,,,,
gradient_boosti,40,0.989754098,0.99103139,0.986607143,0.988814318,0.179166667,4879,,,,
GradientBoostingClassifier,40,0.982203297,0,0,0,0.246614583,45793,,,,
GradientBoostingClassifier,40,0.985655738,0.988738739,0.979910714,0.984304933,0.00234375,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.96875,0.950920245,0.959752322,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.986680328,0.986577181,0.984375,0.98547486,0.000260417,4879,,,,
LogisticRegression,40,0.944862976,0.230283912,0.895705521,0.366373902,0.004427083,45793,,,,
LogisticRegression,40,0.978483607,0.979775281,0.973214286,0.976483763,0.00078125,4879,,,,
Perceptron,40,0.980674746,0.464285714,0.558282209,0.506963788,0.001822917,45793,,,,
Perceptron,40,0.897540984,0.910377358,0.861607143,0.885321101,0.000260417,4879,,,,
RandomForestClassifier,40,0.998798996,0.993506494,0.938650307,0.965299685,0.025520833,45793,,,,
RandomForestClassifier,40,0.990778689,0.991051454,0.988839286,0.989944134,0.002604167,4879,,,,
GaussianNB,40,0.973359537,0.362711864,0.656441718,0.467248908,0.003385417,45793,,,,
GaussianNB,40,0.982581967,0.988662132,0.973214286,0.98087739,0,4879,,,,
AdaBoostClassifier,40,0.99901736,1,0.944785276,0.971608833,0.128125,45793,,,,
AdaBoostClassifier,40,0.985655738,0.990950226,0.977678571,0.984269663,0.012760417,4879,,,,
gradient_boosti,40,0.998798996,1,0.932515337,0.965079365,0.146614583,45793,,,,
gradient_boosti,40,0.989754098,0.99103139,0.986607143,0.988814318,0.155208333,4879,,,,
GradientBoostingClassifier,40,0.982203297,0,0,0,0.223958333,45793,,,,
GradientBoostingClassifier,40,0.985655738,0.988738739,0.979910714,0.984304933,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.974683544,0.944785276,0.959501558,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.985655738,0.986547085,0.982142857,0.984340045,0.000260417,4879,,,,
LogisticRegression,40,0.944862976,0.230283912,0.895705521,0.366373902,0.007291667,45793,,,,
LogisticRegression,40,0.978483607,0.979775281,0.973214286,0.976483763,0.00078125,4879,,,,
Perceptron,40,0.980674746,0.464285714,0.558282209,0.506963788,0.002083333,45793,,,,
Perceptron,40,0.897540984,0.910377358,0.861607143,0.885321101,0.000260417,4879,,,,
RandomForestClassifier,40,0.998798996,0.993506494,0.938650307,0.965299685,0.024739583,45793,,,,
RandomForestClassifier,40,0.989754098,0.993243243,0.984375,0.988789238,0.002604167,4879,,,,
GaussianNB,40,0.973359537,0.362711864,0.656441718,0.467248908,0.003645833,45793,,,,
GaussianNB,40,0.982581967,0.988662132,0.973214286,0.98087739,0.000260417,4879,,,,
AdaBoostClassifier,40,0.99901736,1,0.944785276,0.971608833,0.125520833,45793,,,,
AdaBoostClassifier,40,0.985655738,0.990950226,0.977678571,0.984269663,0.013020833,4879,,,,
gradient_boosti,40,0.998798996,0.993506494,0.938650307,0.965299685,0.17890625,45793,,,,
gradient_boosti,40,0.989754098,0.99103139,0.986607143,0.988814318,0.157552083,4879,,,,
GradientBoostingClassifier,40,0.982203297,0,0,0,0.224479167,45793,,,,
GradientBoostingClassifier,40,0.985655738,0.988738739,0.979910714,0.984304933,0.002604167,4879,,,,
Fixed F1 mistake in code,,,,,,,,,,,
DecisionTreeClassifier,40,0.998689813,0.981927711,0.947674419,0.964497041,0.003645833,45793,,,,
DecisionTreeClassifier,40,0.989754098,0.98951782,0.98951782,0.98951782,0.000260417,4879,,,,
LogisticRegression,40,0.949666994,0.26504065,0.947674419,0.414231258,0.005208333,45793,,,,
LogisticRegression,40,0.984631148,0.98940678,0.979035639,0.984193888,0.001041667,4879,,,,
Perceptron,40,0.981220657,0,0,0,0.001822917,45793,,,,
Perceptron,40,0.907786885,0.858998145,0.970649895,0.911417323,0,4879,,,,
RandomForestClassifier,40,0.999344907,1,0.965116279,0.982248521,0.025520833,45793,,,,
RandomForestClassifier,40,0.995901639,0.995807128,0.995807128,0.995807128,0.002604167,4879,,,,
GaussianNB,40,0.974123813,0.374517375,0.563953488,0.450116009,0.003645833,45793,,,,
GaussianNB,40,0.975409836,0.972860125,0.976939203,0.974895397,0.000260417,4879,,,,
AdaBoostClassifier,40,0.998908178,0.982142857,0.959302326,0.970588235,0.12734375,45793,,,,
AdaBoostClassifier,40,0.993852459,0.993710692,0.993710692,0.993710692,0.012760417,4879,,,,
gradient_boosti,40,0.998798996,0.993865031,0.941860465,0.967164179,0.118229167,45793,,,,
gradient_boosti,40,0.993852459,0.993710692,0.993710692,0.993710692,0.159895833,4879,,,,
GradientBoostingClassifier,40,0.981220657,0,0,0,0.226041667,45793,,,,
GradientBoostingClassifier,40,0.991803279,0.991614256,0.991614256,0.991614256,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.998471449,0.975903614,0.941860465,0.958579882,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.990778689,0.993670886,0.987421384,0.990536278,0.000260417,4879,,,,
LogisticRegression,40,0.949666994,0.26504065,0.947674419,0.414231258,0.007291667,45793,,,,
LogisticRegression,40,0.984631148,0.98940678,0.979035639,0.984193888,0.002083333,4879,,,,
Perceptron,40,0.981220657,0,0,0,0.002864583,45793,,,,
Perceptron,40,0.907786885,0.858998145,0.970649895,0.911417323,0.000260417,4879,,,,
RandomForestClassifier,40,0.999235724,0.994011976,0.965116279,0.979351032,0.025520833,45793,,,,
RandomForestClassifier,40,0.994877049,0.995798319,0.993710692,0.99475341,0.002604167,4879,,,,
GaussianNB,40,0.974123813,0.374517375,0.563953488,0.450116009,0.003645833,45793,,,,
GaussianNB,40,0.975409836,0.972860125,0.976939203,0.974895397,0.000260417,4879,,,,
AdaBoostClassifier,40,0.998908178,0.982142857,0.959302326,0.970588235,0.12265625,45793,,,,
AdaBoostClassifier,40,0.993852459,0.993710692,0.993710692,0.993710692,0.012760417,4879,,,,
gradient_boosti,40,0.999344907,0.994047619,0.970930233,0.982352941,0.1671875,45793,,,,
gradient_boosti,40,0.993852459,0.993710692,0.993710692,0.993710692,0.172916667,4879,,,,
GradientBoostingClassifier,40,0.981220657,0,0,0,0.23984375,45793,,,,
GradientBoostingClassifier,40,0.991803279,0.991614256,0.991614256,0.991614256,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.998798996,0.982035928,0.953488372,0.967551622,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.989754098,0.991578947,0.987421384,0.989495798,0.000260417,4879,,,,
LogisticRegression,40,0.949666994,0.26504065,0.947674419,0.414231258,0.003125,45793,,,,
LogisticRegression,40,0.984631148,0.98940678,0.979035639,0.984193888,0.002864583,4879,,,,
Perceptron,40,0.981220657,0,0,0,0.003645833,45793,,,,
Perceptron,40,0.907786885,0.858998145,0.970649895,0.911417323,0,4879,,,,
RandomForestClassifier,40,0.999126542,1,0.953488372,0.976190476,0.024739583,45793,,,,
RandomForestClassifier,40,0.99692623,0.99789916,0.995807128,0.996852046,0.00234375,4879,,,,
GaussianNB,40,0.974123813,0.374517375,0.563953488,0.450116009,0.003385417,45793,,,,
GaussianNB,40,0.975409836,0.972860125,0.976939203,0.974895397,0,4879,,,,
AdaBoostClassifier,40,0.998908178,0.982142857,0.959302326,0.970588235,0.121875,45793,,,,
AdaBoostClassifier,40,0.993852459,0.993710692,0.993710692,0.993710692,0.013020833,4879,,,,
gradient_boosti,40,0.999126542,0.993975904,0.959302326,0.976331361,0.137239583,45793,,,,
gradient_boosti,40,0.993852459,0.993710692,0.993710692,0.993710692,0.15703125,4879,,,,
GradientBoostingClassifier,40,0.981220657,0,0,0,0.222916667,45793,,,,
GradientBoostingClassifier,40,0.991803279,0.991614256,0.991614256,0.991614256,0.002604167,4879,,,,
DecisionTreeClassifier,40,0.998580631,0.981818182,0.941860465,0.961424332,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.988729508,0.989495798,0.987421384,0.988457503,0.000260417,4879,,,,
LogisticRegression,40,0.949666994,0.26504065,0.947674419,0.414231258,0.003645833,45793,,,,
LogisticRegression,40,0.984631148,0.98940678,0.979035639,0.984193888,0.00078125,4879,,,,
Perceptron,40,0.981220657,0,0,0,0.001822917,45793,,,,
Perceptron,40,0.907786885,0.858998145,0.970649895,0.911417323,0,4879,,,,
RandomForestClassifier,40,0.999126542,1,0.953488372,0.976190476,0.02578125,45793,,,,
RandomForestClassifier,40,0.995901639,0.995807128,0.995807128,0.995807128,0.002604167,4879,,,,
GaussianNB,40,0.974123813,0.374517375,0.563953488,0.450116009,0.003645833,45793,,,,
GaussianNB,40,0.975409836,0.972860125,0.976939203,0.974895397,0.000260417,4879,,,,
AdaBoostClassifier,40,0.998908178,0.982142857,0.959302326,0.970588235,0.123697917,45793,,,,
AdaBoostClassifier,40,0.993852459,0.993710692,0.993710692,0.993710692,0.012760417,4879,,,,
gradient_boosti,40,0.999126542,0.993975904,0.959302326,0.976331361,0.149479167,45793,,,,
gradient_boosti,40,0.993852459,0.993710692,0.993710692,0.993710692,0.17265625,4879,,,,
GradientBoostingClassifier,40,0.981220657,0,0,0,0.239583333,45793,,,,
GradientBoostingClassifier,40,0.991803279,0.991614256,0.991614256,0.991614256,0.00234375,4879,,,,
